gene_id	gene_symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj
ENSG00000083937.10	CHMP2B	1739.3555980636277	1.9969978417415757	0.11399590191799237	1.6218902197356827e-69	3.2012869157142904e-65
ENSG00000121207.12	LRAT	173.73268867512783	3.7148735680446503	0.21989927419598382	9.076555519691183e-65	8.957652642383228e-61
ENSG00000183908.7	LRRC55	856.0015658907507	1.7942623361874912	0.12057566840425515	6.710539478369622e-51	4.415087607468654e-47
ENSG00000152128.13	TMEM163	543.6859268724166	1.7573797440464431	0.1192291652453834	5.944659251813089e-50	2.933392107807169e-46
ENSG00000125257.16	ABCC4	684.5901433186831	-1.6262878199908526	0.11166701520940936	4.197252314568464e-49	1.6569073236990468e-45
ENSG00000172137.19	CALB2	250.62041092633442	2.5570473761671053	0.1783698642869001	1.9875504105963346e-47	6.538378334058408e-44
ENSG00000110092.4	CCND1	1826.9542325265136	-1.8969870270917168	0.14370520867949013	4.102118499311051e-41	1.1566802134200219e-37
ENSG00000162433.15	AK4	878.9296090840131	-2.3576889210393976	0.1854222670769505	1.8660247259644253e-38	4.6039495051357283e-35
ENSG00000087074.9	PPP1R15A	1094.8337362743714	1.6122270371655372	0.12725977106119368	1.5965360024836543e-37	3.501380846335819e-34
ENSG00000166770.12	ZNF667-AS1	712.3675261466917	-1.8654997514964102	0.1490235017225834	3.756657733650393e-37	7.414891034679145e-34
ENSG00000065328.17	MCM10	432.85387620551137	-1.861888317834169	0.15303773723864691	3.042880222715523e-35	5.460033621450817e-32
ENSG00000123505.19	AMD1	2795.0471636053103	-0.8764707521392211	0.0718917469623745	6.425969171537343e-35	1.0569648292317007e-31
ENSG00000156802.13	ATAD2	1257.2925969914772	-1.2287008894977018	0.10332027175991074	1.4541058415604401e-33	2.2077800846707667e-30
ENSG00000075945.13	KIFAP3	2865.786097071867	1.0246956503106137	0.08666190479729309	7.524394581169451e-33	1.060832144593733e-29
ENSG00000151892.16	GFRA1	1504.3879577228095	1.6885845527593029	0.1477031279660626	4.804718204807228e-31	6.322368528432337e-28
ENSG00000105997.23	HOXA3	26.216383083222947	12.155111015564588	3.0584505170976857	9.198575410305633e-31	1.1347592590538286e-27
ENSG00000165105.10	RASEF	190.33365721932853	-2.3137953995898686	0.20521484905584714	1.4087921914705382e-30	1.5632788038212074e-27
ENSG00000185352.10	HS6ST3	534.5778521767661	2.7821550138320714	0.24540436903687707	1.4256266323225114e-30	1.5632788038212074e-27
ENSG00000146112.12	PPP1R18	1207.8928530746139	1.0429572218633048	0.09238853414552489	3.67413854233371e-30	3.816849818346462e-27
ENSG00000162695.12	SLC30A7	657.5332851470042	-1.2412179075984013	0.11098502878540081	6.412385160752953e-30	6.328382915147089e-27
ENSG00000197498.13	RPF2	543.2359586457079	-1.2507846007597399	0.1134133369710428	3.65105301293957e-29	3.43164211282863e-26
ENSG00000189060.6	H1-0	3334.3655227574136	1.39340187061719	0.1260948135884199	4.1040211909206084e-29	3.682053193926862e-26
ENSG00000149212.12	SESN3	4698.410190420837	-1.150212088451933	0.10488097616170067	6.428117576641717e-29	5.516442814250183e-26
ENSG00000171320.15	ESCO2	461.6449699081687	-1.6383498104075587	0.1506110685189477	1.0273038361918568e-28	8.448717966147862e-26
ENSG00000066468.24	FGFR2	769.4089037005859	-1.605427524520297	0.14815492735797522	1.6936394123713558e-28	1.3371621888554328e-25
ENSG00000215474.8	SKOR2	169.46717222484872	5.5473046670531865	0.5071691508277311	2.4191213804206046e-28	1.8364853002593035e-25
ENSG00000151414.15	NEK7	624.815742464723	-1.0981361997954857	0.10188959822176995	7.163629562060413e-28	5.236878529479571e-25
ENSG00000165891.16	E2F7	466.37704955352547	-2.1097049870718454	0.2010304032474892	4.0948386330294246e-27	2.8865687478119567e-24
ENSG00000067177.15	PHKA1	169.02008688199197	-2.1907347638638726	0.20820709635904827	4.32698138223614e-27	2.945033052502653e-24
ENSG00000163840.10	DTX3L	511.9665959813921	-3.7726915457465253	0.3764124353294118	2.0637097412129644e-25	1.3577834290687163e-22
